x y z u v
4.655391 1.227189 0.000000 0.999758 0.022014
4.832985 1.381790 0.000000 0.999965 0.008398
3.390330 5.140822 0.000000 0.998933 0.046191
3.030909 5.312909 0.000000 0.999688 0.024973
4.359375 0.058559 0.000000 0.999682 0.025231
4.472406 0.122034 0.000000 0.999659 0.026110
6.571335 1.015188 0.000000 0.985891 0.167387
6.432804 1.024009 0.000000 0.970057 0.242878
4.152632 1.174525 0.000000 0.999425 0.033911
4.328502 1.305711 0.000000 0.999811 0.019427
4.998190 4.693213 0.000000 0.999083 -0.042810
4.877027 4.672460 0.000000 0.999963 -0.008636
4.635001 4.341268 0.000000 0.997856 0.065442
4.584468 4.220867 0.000000 0.998412 0.056335
5.086226 4.226322 0.000000 0.969625 0.244594
5.021394 4.495046 0.000000 0.999157 0.041042
7.231810 4.602940 0.000000 0.999991 0.004244
8.911060 2.530975 0.000000 -0.218700 -0.975792
1.529052 4.463522 0.000000 0.978350 0.206958
1.492425 4.261418 0.000000 0.906918 0.421307
1.562678 5.639402 0.000000 0.999825 -0.018699
1.597892 5.258061 0.000000 0.999119 -0.041977
4.479279 3.518282 0.000000 0.055137 -0.998479
5.054010 3.620523 0.000000 0.281078 0.959685
7.170832 5.633020 0.000000 0.994839 0.101467
7.265023 5.531802 0.000000 0.995338 0.096449
1.325364 0.943763 0.000000 0.998317 0.057997
1.448346 0.866414 0.000000 0.999312 0.037096
8.534900 2.809684 0.000000 0.890794 0.454406
8.438551 2.740741 0.000000 0.914773 0.403968
6.771435 0.130056 0.000000 0.999308 -0.037189
6.539062 5.932098 0.000000 0.999890 0.014845
8.187258 0.389998 0.000000 0.992687 -0.120718
8.126988 0.285650 0.000000 0.993940 -0.109924
7.593750 5.803281 0.000000 0.992287 0.123964
7.734375 5.950820 0.000000 0.995951 0.089903
7.704915 0.290882 0.000000 0.998092 -0.061747
7.453125 0.048479 0.000000 0.994438 -0.105325
2.980509 5.600325 0.000000 0.999997 0.002638
3.394018 5.856319 0.000000 0.999991 0.004161
6.640292 0.057856 0.000000 0.993139 -0.116940
6.328125 0.054648 0.000000 0.993805 0.111141
7.034265 5.792741 0.000000 0.999715 0.023853
7.315956 5.896409 0.000000 0.999234 0.039136
4.129487 5.561618 0.000000 0.999291 -0.037661
4.609910 5.948381 0.000000 0.998959 -0.045612
2.693663 0.342598 0.000000 0.999990 -0.004479
2.500469 0.310944 0.000000 0.999998 -0.002160
2.116236 5.936830 0.000000 0.999999 -0.001014
2.360507 5.946077 0.000000 1.000000 -0.000749
3.361871 0.210195 0.000000 0.999993 0.003826
3.515625 0.058864 0.000000 1.000000 0.000045
4.905531 0.061398 0.000000 0.997972 0.063658
5.205477 0.069588 0.000000 0.995757 0.092018
2.085034 0.281232 0.000000 0.999989 0.004698
1.685588 0.136301 0.000000 0.999991 0.004352
1.442137 5.723515 0.000000 0.999745 -0.022577
1.828125 5.942414 0.000000 0.999995 -0.003056
1.162791 0.163385 0.000000 0.999909 0.013504
1.273378 0.066807 0.000000 0.999938 0.011125
0.818405 5.675346 0.000000 0.999001 -0.044692
1.022735 5.679721 0.000000 0.999255 -0.038600
8.876058 0.201680 0.000000 0.999972 -0.007433
8.760381 0.234571 0.000000 0.998842 -0.048110
8.076866 5.703428 0.000000 0.991729 0.128348
8.574391 5.939813 0.000000 0.999211 0.039717
5.783515 5.648149 0.000000 0.985419 -0.170144
6.125093 5.728714 0.000000 0.987762 -0.155967
0.217065 0.075597 0.000000 0.998445 0.055738
3.624256 5.864519 0.000000 1.000000 -0.000803
3.617357 5.735638 0.000000 0.999972 -0.007456
8.713605 4.436167 0.000000 0.997159 -0.075323
8.947981 4.406250 0.000000 0.997821 -0.065974
6.233046 4.988201 0.000000 0.975969 -0.217910
6.382559 4.822999 0.000000 0.943567 -0.331181
8.645036 1.125506 0.000000 0.997884 -0.065016
8.514358 0.994589 0.000000 0.999043 -0.043729
2.037972 5.462629 0.000000 0.999890 -0.014815
1.871927 5.112608 0.000000 0.999040 -0.043807
5.661328 4.323062 0.000000 0.998618 -0.052548
5.683535 4.517038 0.000000 0.996906 -0.078604
4.282663 5.288140 0.000000 0.998957 -0.045651
4.204162 5.353974 0.000000 0.998643 -0.052083
4.865146 3.211043 0.000000 0.293787 0.955871
4.958020 3.316885 0.000000 0.149308 0.988791
4.930275 2.766453 0.000000 0.159901 -0.987133
4.275681 2.770062 0.000000 -0.154098 -0.988056
4.034205 2.767719 0.000000 0.501118 0.865379
4.244632 3.241734 0.000000 0.586358 -0.810052
4.369000 3.322086 0.000000 -0.198444 0.980112
3.061099 0.980500 0.000000 0.997613 -0.069050
2.745125 0.777514 0.000000 0.999952 -0.009832
7.629760 4.779483 0.000000 0.999530 -0.030668
7.892192 4.968335 0.000000 0.998534 -0.054131
4.232778 2.485798 0.000000 0.552029 0.833825
4.440586 2.079747 0.000000 0.206192 0.978512
0.607245 2.403075 0.000000 0.690675 -0.723166
0.687482 2.322195 0.000000 0.836507 -0.547957
8.234102 5.748308 0.000000 0.994747 0.102363
8.119369 5.876349 0.000000 0.997502 0.070638
7.877930 5.284865 0.000000 0.997523 0.070337
8.086456 5.250282 0.000000 0.990841 0.135035
0.151044 0.698914 0.000000 0.999757 0.022059
1.919932 1.351344 0.000000 0.994179 -0.107741
1.900504 1.169375 0.000000 0.999862 -0.016609
0.275754 2.725118 0.000000 0.624813 -0.780774
0.060461 2.569752 0.000000 0.879949 -0.475069
4.319150 0.418289 0.000000 0.996605 0.082336
4.614311 0.592538 0.000000 0.995707 0.092565
1.023876 5.330074 0.000000 0.999093 -0.042581
0.900278 5.269643 0.000000 0.999022 -0.044223
0.979885 0.356683 0.000000 0.999123 0.041865
0.791184 0.333121 0.000000 0.999022 0.044221
0.990012 0.775048 0.000000 0.998725 0.050482
1.214645 0.788510 0.000000 0.998612 0.052662
0.818405 5.832713 0.000000 0.999851 -0.017243
0.700106 5.919518 0.000000 0.999763 -0.021751
8.670768 5.192883 0.000000 0.996693 0.081254
8.835423 5.221214 0.000000 0.999891 0.014758
0.633865 4.145968 0.000000 0.968433 0.249274
0.551342 4.012322 0.000000 0.958275 0.285848
2.089299 0.794834 0.000000 0.999962 0.008709
1.627668 0.717814 0.000000 0.999132 0.041653
2.201317 0.276264 0.000000 1.000000 -0.000085
2.235403 0.147707 0.000000 0.999999 -0.001400
4.770596 5.725762 0.000000 0.993725 -0.111851
5.085962 5.396439 0.000000 0.990056 -0.140675
7.732373 3.952118 0.000000 0.892684 -0.450684
7.863474 4.169269 0.000000 0.916418 -0.400223
2.878455 0.795050 0.000000 0.999076 -0.042972
2.938030 0.947667 0.000000 0.999801 -0.019928
7.479690 1.489329 0.000000 0.986731 0.162365
7.892619 1.459069 0.000000 0.983648 0.180100
8.131958 2.946867 0.000000 0.539604 -0.841919
8.058948 2.841470 0.000000 0.998068 -0.062133
8.039052 0.273009 0.000000 0.995364 -0.096182
8.263096 0.606540 0.000000 0.988285 -0.152622
5.969995 1.328341 0.000000 0.999915 -0.013066
5.938637 1.136277 0.000000 0.990841 0.135032
6.202361 1.003209 0.000000 0.948505 0.316763
5.956043 0.983336 0.000000 0.971298 0.237866
2.392865 0.931916 0.000000 0.999830 0.018430
2.128359 0.912513 0.000000 0.999644 0.026668
4.535007 2.048377 0.000000 0.944623 -0.328158
4.581552 1.919579 0.000000 0.998071 -0.062086
8.412679 3.375780 0.000000 0.922889 -0.385066
8.409207 3.801799 0.000000 0.899900 -0.436096
2.451830 4.645094 0.000000 0.999482 0.032168
2.579294 4.563544 0.000000 0.999999 -0.001311
3.188213 4.705555 0.000000 0.999990 -0.004382
3.131072 5.320906 0.000000 0.999736 0.022989
3.367019 5.428590 0.000000 0.999995 0.003200
1.131699 4.524112 0.000000 0.994833 0.101529
1.265459 4.485213 0.000000 0.998188 0.060179
2.408846 0.293888 0.000000 0.999997 0.002454
2.775513 0.382280 0.000000 0.999916 -0.012938
2.511701 1.247994 0.000000 0.996070 0.088574
2.332874 1.377217 0.000000 0.999810 -0.019504
3.863966 1.020977 0.000000 0.999989 -0.004588
3.771591 0.939601 0.000000 0.999893 0.014638
7.665073 0.425031 0.000000 0.989523 -0.144376
7.863232 0.142716 0.000000 0.997261 -0.073969
0.085610 4.585763 0.000000 0.999580 0.028988
0.722069 4.598222 0.000000 0.998733 0.050314
0.592125 4.767200 0.000000 0.998518 0.054427
0.644498 1.051437 0.000000 0.999880 -0.015522
0.654141 0.832238 0.000000 0.999711 0.024037
0.444990 1.506279 0.000000 0.998855 -0.047837
0.054232 1.593750 0.000000 0.998043 -0.062532
0.470257 1.678839 0.000000 0.990552 -0.137137
0.480727 1.389823 0.000000 0.997784 -0.066533
0.766414 4.712089 0.000000 0.998080 0.061939
0.821913 4.886255 0.000000 0.999854 0.017106
8.494405 5.331335 0.000000 0.997847 0.065586
8.517519 5.475480 0.000000 0.992694 0.120661
8.418389 4.222700 0.000000 0.937994 -0.346651
8.525867 3.845599 0.000000 0.884777 -0.466015
4.742468 2.070842 0.000000 0.992340 -0.123536
3.242567 5.700015 0.000000 0.999940 0.010912
3.383192 5.730906 0.000000 0.999982 -0.005968
7.818319 3.920561 0.000000 0.903906 -0.427730
8.131868 3.618747 0.000000 0.547762 0.836634
0.159928 3.815208 0.000000 0.875480 0.483255
0.310430 3.860155 0.000000 0.973980 0.226635
5.312805 0.791165 0.000000 0.989082 0.147364
5.333107 1.264845 0.000000 0.997364 0.072557
3.866137 3.900309 0.000000 0.793734 -0.608265
3.865275 3.757789 0.000000 0.523396 -0.852089
8.542105 1.088285 0.000000 0.999855 -0.017041
8.494356 1.220333 0.000000 0.998090 0.061783
6.214271 1.224954 0.000000 0.952682 0.303968
6.340463 1.219374 0.000000 0.987651 0.156672
2.258044 1.281266 0.000000 0.993737 -0.111745
2.268743 1.104690 0.000000 0.999798 -0.020105
5.815816 5.378505 0.000000 0.981234 -0.192822
5.957900 5.013127 0.000000 0.984299 -0.176511
5.315202 0.149508 0.000000 0.994978 0.100096
5.195764 0.667459 0.000000 0.990327 0.138753
5.315781 0.546639 0.000000 0.987461 0.157860
8.065123 0.880916 0.000000 0.999953 -0.009723
7.584640 0.923479 0.000000 0.984808 0.173648
2.830086 1.393038 0.000000 0.999770 -0.021430
2.869806 1.158634 0.000000 0.999994 -0.003595
2.987581 5.390346 0.000000 0.999935 0.011418
3.279735 5.362397 0.000000 0.999287 0.037762
5.496129 0.404047 0.000000 0.981509 0.191418
5.648372 0.405435 0.000000 0.984184 0.177148
8.476890 4.993943 0.000000 0.995804 0.091513
8.370915 4.824960 0.000000 0.999262 -0.038424
0.945750 2.171626 0.000000 0.920177 -0.391502
1.053844 2.242709 0.000000 0.883088 0.469207
6.001032 4.472936 0.000000 0.995361 0.096209
0.944109 1.114784 0.000000 0.999904 0.013876
1.006565 1.042281 0.000000 0.999967 0.008063
3.446454 5.639238 0.000000 0.999976 0.006879
3.184192 5.405506 0.000000 0.999856 0.016970
1.168927 4.968905 0.000000 0.999014 -0.044407
1.238404 5.380224 0.000000 0.999112 -0.042132
2.853075 1.486293 0.000000 0.992400 0.123057
0.696359 5.520502 0.000000 0.998493 -0.054873
0.567724 5.550478 0.000000 0.998689 -0.051188
1.560069 5.923935 0.000000 0.999986 -0.005296
1.442137 5.857129 0.000000 0.999974 -0.007153
1.547763 0.489018 0.000000 0.999468 0.032621
1.830016 0.683302 0.000000 0.999396 0.034761
1.425827 0.141910 0.000000 0.999964 0.008541
1.558699 0.075103 0.000000 0.999976 0.006957
1.655715 5.387699 0.000000 0.999318 -0.036939
1.537730 5.500487 0.000000 0.999592 -0.028568
7.733049 5.719826 0.000000 0.995082 0.099052
8.127833 5.768246 0.000000 0.994049 0.108930
3.626389 4.789525 0.000000 0.999984 0.005609
3.669649 4.665123 0.000000 0.999744 -0.022629
7.240402 4.820061 0.000000 0.980771 0.195162
7.310920 4.701236 0.000000 0.948851 -0.315724
0.249859 4.039720 0.000000 0.983644 0.180126
0.393237 4.165128 0.000000 0.982602 0.185724
5.315202 0.288685 0.000000 0.986627 0.162993
4.972700 0.235628 0.000000 0.993660 0.112431
2.001763 0.665829 0.000000 0.999864 0.016515
2.241236 0.917882 0.000000 1.000000 0.000639
3.613196 0.136346 0.000000 0.999992 -0.004061
3.807672 0.073383 0.000000 0.999987 0.005105
3.674182 0.518799 0.000000 0.999876 0.015773
3.667567 0.754822 0.000000 0.999877 0.015705
1.340175 5.028233 0.000000 0.998914 -0.046600
1.452790 5.225192 0.000000 0.998726 -0.050468
5.080490 1.630083 0.000000 0.998693 -0.051114
5.080641 1.501178 0.000000 0.999844 -0.017665
5.077723 1.074189 0.000000 0.994136 0.108133
5.208479 0.998077 0.000000 0.994053 0.108898
6.502652 5.067491 0.000000 0.902937 -0.429772
6.642042 5.089136 0.000000 0.984822 -0.173569
6.735430 5.009486 0.000000 0.933348 -0.358974
6.597249 4.800152 0.000000 0.973377 -0.229209
6.022905 5.692977 0.000000 0.978242 -0.207466
6.075133 5.423328 0.000000 0.967346 -0.253461
2.372491 5.213242 0.000000 0.999697 -0.024623
2.300374 5.070263 0.000000 0.999771 0.021378
0.358728 1.732416 0.000000 0.984813 -0.173620
2.210154 4.785407 0.000000 0.999623 -0.027446
2.342384 4.844332 0.000000 0.999996 0.002768
2.347600 4.566841 0.000000 0.998877 0.047383
5.046227 4.860640 0.000000 0.997149 -0.075461
4.756872 5.044311 0.000000 0.996263 -0.086377
8.397649 2.322282 0.000000 0.841617 0.540074
8.302877 2.240139 0.000000 0.903499 0.428590
5.222572 1.431664 0.000000 0.999960 -0.008909
5.470461 1.545743 0.000000 0.998212 0.059771
0.737952 0.593850 0.000000 0.998986 0.045020
0.615651 0.695804 0.000000 0.998762 0.049744
1.590124 1.684727 0.000000 0.946425 -0.322924
1.430057 1.862249 0.000000 0.984076 -0.177749
1.279746 4.121987 0.000000 0.952799 0.303603
1.427255 4.128527 0.000000 0.991084 0.133239
3.980007 2.509682 0.000000 0.509096 0.860710
3.859731 2.245288 0.000000 0.545333 0.838219
2.810530 5.019248 0.000000 0.995106 0.098809
2.580765 5.058688 0.000000 0.999997 -0.002268
4.035737 5.449029 0.000000 0.999236 -0.039087
3.544130 5.635770 0.000000 0.999975 -0.007088
8.373021 3.592297 0.000000 0.894200 -0.447667
8.460483 3.480157 0.000000 0.654835 0.755772
8.322148 3.859272 0.000000 0.897142 -0.441742
8.357072 3.997132 0.000000 0.883306 -0.468796
4.202219 5.153334 0.000000 0.999700 -0.024505
4.279881 5.422568 0.000000 0.998189 -0.060154
3.898835 5.585877 0.000000 0.999165 -0.040857
3.940970 5.473288 0.000000 0.999723 -0.023519
8.320182 2.520164 0.000000 0.569609 -0.821916
8.439095 2.582588 0.000000 0.692012 -0.721886
7.048687 0.126375 0.000000 0.997838 -0.065714
7.004124 0.495903 0.000000 0.968119 0.250490
0.674331 1.454962 0.000000 0.995773 -0.091847
1.219911 1.447418 0.000000 0.991886 -0.127134
0.172427 3.690208 0.000000 0.931108 0.364743
0.295291 3.648601 0.000000 0.853620 0.520896
4.836189 4.914067 0.000000 0.998576 -0.053339
4.969599 4.939319 0.000000 0.996362 -0.085221
0.742379 2.065280 0.000000 0.958784 -0.284135
0.843583 2.187533 0.000000 0.916105 -0.400939
1.308808 1.079037 0.000000 0.999958 0.009152
1.219825 1.161694 0.000000 0.999790 0.020488
6.672205 4.563622 0.000000 0.993666 -0.112377
6.928157 4.639717 0.000000 0.993695 -0.112115
7.346599 0.524913 0.000000 0.995869 -0.090798
7.220280 0.573043 0.000000 0.999717 0.023787
6.530318 0.710603 0.000000 0.962560 0.271070
6.765605 0.381874 0.000000 0.994726 -0.102570
6.846927 0.207238 0.000000 0.998367 -0.057123
6.860903 0.311542 0.000000 0.999239 0.039003
0.269902 0.331555 0.000000 0.998627 0.052393
0.057687 0.317920 0.000000 0.998404 0.056479
0.218018 5.616410 0.000000 0.998754 -0.049912
0.325389 5.647435 0.000000 0.997907 -0.064670
8.708775 5.632823 0.000000 0.996926 0.078351
8.850316 5.642009 0.000000 0.999764 0.021712
5.252229 4.484326 0.000000 0.999603 0.028162
5.375957 4.300746 0.000000 0.996668 0.081561
7.973326 5.678896 0.000000 0.989969 0.141286
7.874146 5.424440 0.000000 0.989168 0.146790
3.672414 4.175009 0.000000 0.999233 -0.039170
3.989240 4.091577 0.000000 0.997988 0.063403
8.711466 1.734241 0.000000 0.980087 0.198568
8.944335 1.767244 0.000000 0.974682 0.223594
3.545861 4.183098 0.000000 0.990787 0.135433
3.613607 4.412304 0.000000 0.999892 -0.014692
4.635512 5.038807 0.000000 0.998446 -0.055722
4.531497 5.152432 0.000000 0.997316 -0.073215
3.129288 1.583523 0.000000 0.990403 0.138212
3.102929 1.407712 0.000000 0.999968 0.007946
3.801461 1.110294 0.000000 1.000000 0.000490
3.631297 1.254995 0.000000 0.999988 0.004883
6.998748 4.965993 0.000000 0.997670 -0.068218
6.973908 4.857238 0.000000 0.729911 -0.683542
8.935865 3.688220 0.000000 0.120510 -0.992712
8.935865 3.813220 0.000000 0.622972 -0.782244
5.232022 4.892786 0.000000 0.995846 -0.091049
5.454775 4.935526 0.000000 0.991207 -0.132320
5.930022 0.663146 0.000000 0.976171 0.217005
5.880621 0.531132 0.000000 0.982344 0.187081
7.444233 4.529874 0.000000 0.960902 -0.276890
7.694488 4.649126 0.000000 0.991911 -0.126936
7.956457 2.275438 0.000000 0.963211 0.268747
7.856951 2.224286 0.000000 0.928351 0.371704
0.492128 0.640026 0.000000 0.999130 0.041706
0.335774 0.857058 0.000000 0.999152 0.041180
0.247301 1.100115 0.000000 0.999862 -0.016634
0.424251 0.937814 0.000000 0.999972 0.007425
6.715963 4.865393 0.000000 0.982235 -0.187657
6.832648 4.794074 0.000000 0.998615 0.052604
3.504939 0.633665 0.000000 0.999995 0.003114
3.566877 0.759159 0.000000 0.999835 -0.018185
3.116158 0.673465 0.000000 0.999953 -0.009705
2.965581 0.681803 0.000000 0.999949 -0.010068
1.001283 4.139523 0.000000 0.987009 0.160663
1.206782 4.253951 0.000000 0.984790 0.173752
7.112445 1.586186 0.000000 0.946294 0.323309
7.013433 1.448702 0.000000 0.940687 0.339277
4.815712 0.902403 0.000000 0.996247 0.086561
4.657060 0.678046 0.000000 0.996175 0.087384
8.953125 0.062500 0.000000 0.999982 -0.006056
8.924491 3.299471 0.000000 0.017868 0.999840
0.327715 0.136672 0.000000 0.999480 0.032247
0.369740 0.262209 0.000000 0.999222 0.039442
7.562168 0.442955 0.000000 0.996790 -0.080061
7.530639 0.584762 0.000000 0.984443 -0.175705
0.957347 5.948621 0.000000 0.999917 -0.012900
3.954701 4.678181 0.000000 0.999931 -0.011779
4.268519 4.647580 0.000000 0.999823 -0.018797
3.607532 0.323093 0.000000 0.999997 -0.002518
3.449956 0.277394 0.000000 0.999962 -0.008743
7.364655 5.536435 0.000000 0.990869 0.134828
7.438069 5.429842 0.000000 0.996593 0.082475
1.740356 5.755021 0.000000 0.999954 -0.009622
1.867787 5.715914 0.000000 0.999961 -0.008833
1.975611 5.879244 0.000000 1.000000 -0.000772
1.975611 5.764072 0.000000 0.999986 -0.005282
8.734307 1.551049 0.000000 0.996991 0.077521
8.473474 1.565651 0.000000 0.954677 0.297645
4.568047 0.297732 0.000000 0.997222 0.074484
4.449988 0.251503 0.000000 0.997390 0.072202
8.274705 3.270952 0.000000 0.999924 0.012319
8.343285 2.922961 0.000000 0.985363 -0.170469
6.687315 1.405463 0.000000 0.992092 0.125516
6.580661 1.451847 0.000000 0.994159 0.107929
0.245347 1.666817 0.000000 0.994104 -0.108431
0.128628 1.694450 0.000000 0.984090 -0.177670
0.146776 1.883824 0.000000 0.963750 -0.266805
0.072380 1.970624 0.000000 0.984501 -0.175382
1.781533 5.416196 0.000000 0.999832 -0.018305
2.047248 5.215541 0.000000 0.999054 -0.043488
5.995352 5.543049 0.000000 0.985405 -0.170229
5.863782 5.517708 0.000000 0.972121 -0.234479
7.995383 3.578785 0.000000 0.995984 -0.089527
7.975275 3.462871 0.000000 0.997294 0.073519
1.425827 0.275523 0.000000 0.999800 0.019996
1.198731 0.285994 0.000000 0.999697 0.024596
4.362189 5.941363 0.000000 0.999673 -0.025566
4.078125 5.943706 0.000000 0.999922 -0.012504
4.221564 5.885068 0.000000 0.999895 -0.014504
4.221564 5.772479 0.000000 0.998892 -0.047054
5.006096 3.908750 0.000000 0.349281 0.937018
5.108557 3.819311 0.000000 0.343599 0.939117
3.058481 4.526260 0.000000 0.988038 -0.154210
2.960403 4.479822 0.000000 0.996906 -0.078597
6.301493 0.456308 0.000000 0.979226 0.202773
6.384521 0.401998 0.000000 0.974654 0.223716
5.994127 5.125784 0.000000 0.966903 -0.255146
5.899768 5.289472 0.000000 0.968680 -0.248312
2.152630 5.212392 0.000000 0.999990 0.004462
2.192242 5.074207 0.000000 0.999099 -0.042429
8.389234 0.075781 0.000000 0.998307 -0.058171
7.270801 5.278078 0.000000 0.996125 0.087949
7.163781 5.341000 0.000000 0.999479 0.032277
5.053414 5.716813 0.000000 0.992482 -0.122387
5.479920 5.522627 0.000000 0.981809 -0.189870
8.582875 1.441715 0.000000 0.983116 0.182983
8.736341 1.813074 0.000000 0.882543 0.470231
6.140562 1.135334 0.000000 0.993264 0.115876
6.010625 1.197990 0.000000 0.974023 0.226450
6.486664 1.363597 0.000000 0.999956 0.009419
6.386380 1.357152 0.000000 0.996030 0.089020
6.142939 0.908047 0.000000 0.976723 0.214505
6.182495 0.780090 0.000000 0.960556 0.278086
7.382485 1.451383 0.000000 0.942530 0.334122
7.372633 1.344894 0.000000 0.997138 0.075601
5.927149 0.440561 0.000000 0.964782 0.263050
5.899811 0.341165 0.000000 0.984522 0.175263
5.612635 5.498176 0.000000 0.983777 -0.179397
5.426100 5.409685 0.000000 0.983445 -0.181206
4.844478 3.582431 0.000000 0.146248 0.989248
4.714807 3.712048 0.000000 0.964686 0.263402
3.384509 0.628618 0.000000 0.999935 -0.011431
3.326319 0.418548 0.000000 0.999884 -0.015225
8.759788 2.191514 0.000000 0.773893 0.633316
8.917594 1.944022 0.000000 0.801550 0.597927
1.165614 1.348386 0.000000 0.999770 -0.021447
1.385395 1.147652 0.000000 0.999737 0.022922
6.324277 5.758640 0.000000 0.971194 -0.238290
6.460160 5.883048 0.000000 0.993646 -0.112553
6.214425 0.385156 0.000000 0.982563 0.185929
6.060878 0.051171 0.000000 0.980350 0.197264
0.195838 3.161846 0.000000 0.965319 -0.261074
0.368104 3.230455 0.000000 0.990141 -0.140071
3.267582 5.877962 0.000000 0.999942 0.010736
3.173832 5.772894 0.000000 0.999993 -0.003855
0.858931 2.861608 0.000000 0.534925 -0.844899
0.949789 3.000000 0.000000 -0.047906 0.998852
0.621881 3.155397 0.000000 0.944738 0.327827
0.581557 3.293610 0.000000 0.993777 -0.111389
0.581557 2.706390 0.000000 0.999534 -0.030525
0.621881 2.844603 0.000000 0.915416 -0.402508
6.038260 5.945436 0.000000 0.991008 -0.133804
5.926834 5.892345 0.000000 0.998628 -0.052364
2.709191 0.054649 0.000000 0.999999 -0.001241
1.068085 3.593465 0.000000 0.982522 -0.186149
1.032197 3.710287 0.000000 0.586500 0.809949
1.796749 4.619233 0.000000 0.999284 -0.037832
1.799367 4.482611 0.000000 0.974694 0.223545
4.835310 4.539340 0.000000 0.999902 0.014012
4.680884 4.735097 0.000000 0.999842 -0.017761
4.299026 4.761663 0.000000 0.999963 -0.008625
4.168055 4.634235 0.000000 1.000000 -0.000551
4.311303 4.273854 0.000000 0.999975 0.007099
4.379890 4.055896 0.000000 0.998663 0.051703
3.765328 4.634063 0.000000 0.999957 -0.009232
3.794871 4.513586 0.000000 0.999902 -0.013986
3.748156 3.949347 0.000000 0.547932 -0.836523
2.006241 1.434546 0.000000 0.998440 -0.055839
1.983880 1.541267 0.000000 0.975123 -0.221665
7.016060 0.763238 0.000000 0.999667 -0.025799
7.024513 1.075997 0.000000 0.892726 0.450599
8.446285 5.853082 0.000000 0.998370 0.057074
8.492245 5.718896 0.000000 0.995967 0.089716
0.643303 4.971891 0.000000 0.999992 0.003935
0.420794 5.070590 0.000000 0.999885 -0.015158
5.084064 2.202221 0.000000 0.484377 -0.874859
5.188528 2.177733 0.000000 0.430583 -0.902551
4.815618 1.883326 0.000000 0.993038 -0.117791
4.780812 1.753918 0.000000 0.997275 -0.073776
6.572366 5.311991 0.000000 0.956460 -0.291863
6.448725 5.202815 0.000000 0.990258 -0.139246
4.658783 0.837136 0.000000 0.997192 0.074891
4.964021 1.018450 0.000000 0.996043 0.088871
3.201689 5.947466 0.000000 1.000000 -0.000622
2.953125 5.947466 0.000000 0.999998 0.002134
0.328775 4.839104 0.000000 0.999789 0.020566
0.176320 4.882515 0.000000 0.999255 0.038604
5.289034 4.110427 0.000000 0.197209 0.980362
5.433863 4.117361 0.000000 0.780273 -0.625439
8.743787 0.925830 0.000000 0.997811 -0.066131
8.638968 0.728324 0.000000 0.993681 -0.112238
8.646742 0.838943 0.000000 0.999723 -0.023539
4.938297 2.979235 0.000000 0.036203 -0.999344
4.865789 3.073659 0.000000 0.268125 0.963384
4.599608 2.715319 0.000000 -0.854390 0.519632
4.633287 2.851316 0.000000 0.220703 -0.975341
4.717265 3.228362 0.000000 -0.106774 0.994283
4.625440 3.320519 0.000000 0.662913 0.748697
8.547845 4.355956 0.000000 0.964555 -0.263881
8.626682 4.632246 0.000000 0.986496 -0.163788
0.093421 4.976177 0.000000 0.999353 -0.035978
4.540704 3.706708 0.000000 0.223904 -0.974611
4.353737 3.826040 0.000000 0.530694 -0.847564
4.119348 3.720699 0.000000 0.448082 -0.893993
3.989597 3.669104 0.000000 0.649226 -0.760596
4.525581 3.823954 0.000000 0.284964 -0.958538
4.433144 3.889118 0.000000 0.946008 0.324143
0.526732 5.735906 0.000000 0.998595 -0.052987
0.561617 5.863298 0.000000 0.999877 -0.015702
4.063473 3.301898 0.000000 0.962359 0.271781
4.036962 3.156294 0.000000 0.662133 -0.749386
3.273154 4.648636 0.000000 0.999983 0.005750
3.490969 4.815473 0.000000 0.999770 0.021467
7.175331 5.945589 0.000000 0.999371 0.035449
7.034706 5.894774 0.000000 0.999839 0.017960
2.812500 5.892782 0.000000 0.999994 0.003528
2.671875 5.945316 0.000000 0.999998 0.001856
4.545973 5.260168 0.000000 0.996897 -0.078723
4.676292 5.342307 0.000000 0.995841 -0.091108
8.576894 3.954919 0.000000 0.839354 -0.543586
8.495158 4.048979 0.000000 0.917531 -0.397664
7.500267 5.019836 0.000000 0.992680 -0.120774
7.465284 4.918986 0.000000 0.987742 0.156093
4.103932 5.695485 0.000000 0.999186 -0.040331
3.996498 5.749016 0.000000 0.999627 -0.027316
7.015440 5.311828 0.000000 0.999329 -0.036630
6.975174 5.549336 0.000000 0.981965 -0.189062
6.834582 5.702624 0.000000 0.982683 -0.185294
6.932475 5.698464 0.000000 0.984798 0.173702
0.971551 0.942847 0.000000 0.998887 0.047175
0.778605 1.048132 0.000000 0.999541 0.030308
1.061288 0.096578 0.000000 0.999894 0.014526
3.355041 1.064488 0.000000 0.999312 -0.037088
3.392244 1.172201 0.000000 0.999920 -0.012629
5.970124 1.546784 0.000000 1.000000 0.000028
5.846161 1.486453 0.000000 0.999713 -0.023974
0.857779 0.632975 0.000000 0.998851 0.047933
1.124042 0.485896 0.000000 0.999309 0.037176
8.945849 2.150696 0.000000 0.386802 0.922163
8.873648 2.233547 0.000000 0.896296 0.443456
4.698163 2.311473 0.000000 0.829070 0.559144
4.617760 2.257619 0.000000 0.189557 0.981870
5.692638 0.645292 0.000000 0.983251 0.182257
5.736200 0.530955 0.000000 0.972803 0.231633
7.858238 1.674246 0.000000 0.961125 0.276112
7.967428 1.658831 0.000000 0.943191 0.332252
